data,produto,cidade,quantidade,valor_unitario
12/06/2024,Monitor,Belo Horizonte,4,918.23
19/04/2024,Headset,São Paulo,2,193.61
12/04/2024,Teclado,Belo Horizonte,3,150.51
02/06/2024,Teclado,São Paulo,7,147.23
24/03/2024,Headset,Rio de Janeiro,6,202.66
23/03/2024,Monitor,Rio de Janeiro,6,874.25
20/05/2024,Headset,São Paulo,3,209.23
24/04/2024,Headset,São Paulo,4,190.69
13/03/2024,Monitor,Rio de Janeiro,2,944.41
18/03/2024,Mouse,Salvador,3,48.57
21/03/2024,Mouse,Curitiba,3,50.95
11/03/2024,Headset,Rio de Janeiro,4,201.41
26/05/2024,Mouse,São Paulo,9,49.28
05/02/2024,Mouse,Curitiba,4,48.75
06/03/2024,Headset,São Paulo,7,198.0
25/02/2024,Notebook,Belo Horizonte,4,3087.87
14/02/2024,Teclado,Curitiba,6,153.04
25/01/2024,Monitor,São Paulo,7,920.77
27/05/2024,Teclado,Belo Horizonte,7,156.33
26/03/2024,Teclado,Curitiba,4,148.75
31/01/2024,Headset,São Paulo,5,203.06
03/06/2024,Headset,Rio de Janeiro,4,202.64
14/01/2024,Teclado,São Paulo,4,150.6
08/02/2024,Teclado,Belo Horizonte,6,144.8
21/06/2024,Notebook,São Paulo,5,2983.68
01/06/2024,Monitor,São Paulo,4,893.87
10/04/2024,Mouse,São Paulo,1,49.88
13/01/2024,Teclado,São Paulo,1,148.48
21/04/2024,Notebook,São Paulo,9,2890.46
23/05/2024,Mouse,São Paulo,7,50.36
23/05/2024,Monitor,Belo Horizonte,2,877.16
19/01/2024,Mouse,Rio de Janeiro,3,50.92
27/05/2024,Mouse,Belo Horizonte,6,49.62
30/03/2024,Mouse,São Paulo,7,50.78
19/03/2024,Mouse,São Paulo,4,51.61
23/04/2024,Monitor,Rio de Janeiro,3,938.18
29/02/2024,Mouse,São Paulo,1,51.29
22/01/2024,Mouse,São Paulo,5,52.24
07/02/2024,Headset,Curitiba,6,190.27
26/06/2024,Headset,São Paulo,3,199.42
25/03/2024,Mouse,Rio de Janeiro,4,48.52
13/05/2024,Notebook,Rio de Janeiro,8,3036.91
06/02/2024,Monitor,Belo Horizonte,6,888.89
18/06/2024,Teclado,São Paulo,4,143.4
21/02/2024,Notebook,Rio de Janeiro,2,2865.93
16/06/2024,Headset,São Paulo,6,203.21
18/06/2024,Headset,Belo Horizonte,5,207.29
05/01/2024,Mouse,Curitiba,2,49.43
07/04/2024,Teclado,Belo Horizonte,6,156.06
04/05/2024,Headset,Rio de Janeiro,6,193.73
08/05/2024,Headset,Rio de Janeiro,5,204.25
11/01/2024,Mouse,Rio de Janeiro,2,49.17
10/04/2024,Notebook,São Paulo,3,3055.29
31/03/2024,Monitor,São Paulo,6,943.04
08/05/2024,Mouse,São Paulo,3,48.79
09/04/2024,Headset,Curitiba,2,190.59
22/05/2024,Headset,São Paulo,2,196.84
10/04/2024,Monitor,São Paulo,4,889.4
22/06/2024,Monitor,Rio de Janeiro,1,875.47
02/03/2024,Monitor,Rio de Janeiro,6,883.11
03/06/2024,Teclado,Rio de Janeiro,2,145.6
05/02/2024,Monitor,Belo Horizonte,2,873.21
05/02/2024,Teclado,Belo Horizonte,8,150.36
04/02/2024,Teclado,Salvador,6,154.05
16/06/2024,Headset,Salvador,4,196.35
22/05/2024,Teclado,Belo Horizonte,5,145.26
07/02/2024,Notebook,Belo Horizonte,5,3114.04
15/04/2024,Headset,São Paulo,1,204.91
12/06/2024,Headset,São Paulo,4,205.58
28/01/2024,Mouse,São Paulo,6,52.43
06/06/2024,Mouse,Rio de Janeiro,8,48.65
29/02/2024,Mouse,São Paulo,4,47.9
02/05/2024,Mouse,Curitiba,3,49.84
15/06/2024,Teclado,Curitiba,7,149.87
05/02/2024,Mouse,São Paulo,3,49.54
04/01/2024,Headset,Salvador,3,194.45
20/06/2024,Headset,Belo Horizonte,4,191.32
22/04/2024,Headset,Rio de Janeiro,1,196.5
27/04/2024,Headset,Rio de Janeiro,1,205.52
04/06/2024,Notebook,São Paulo,4,2943.87
05/06/2024,Headset,Rio de Janeiro,5,200.72
13/06/2024,Headset,Belo Horizonte,7,200.41
25/04/2024,Teclado,Curitiba,5,155.67
03/03/2024,Teclado,São Paulo,4,153.53
22/05/2024,Teclado,Belo Horizonte,3,156.94
18/02/2024,Mouse,São Paulo,13,49.02
14/03/2024,Teclado,Rio de Janeiro,5,151.7
14/01/2024,Monitor,Salvador,6,896.72
14/06/2024,Teclado,Belo Horizonte,2,144.2
29/05/2024,Headset,Belo Horizonte,3,192.71
15/04/2024,Teclado,São Paulo,2,149.31
21/02/2024,Headset,São Paulo,4,196.48
15/06/2024,Headset,Belo Horizonte,7,204.37
01/02/2024,Mouse,Belo Horizonte,1,50.67
22/01/2024,Teclado,São Paulo,3,154.37
10/05/2024,Monitor,São Paulo,6,904.53
12/01/2024,Notebook,Salvador,6,3019.65
17/06/2024,Headset,São Paulo,4,192.89
14/01/2024,Teclado,São Paulo,3,154.03
24/04/2024,Mouse,São Paulo,4,51.99
21/02/2024,Mouse,Belo Horizonte,3,47.56
07/05/2024,Headset,Rio de Janeiro,6,190.12
06/05/2024,Mouse,Rio de Janeiro,2,49.88
14/04/2024,Teclado,Rio de Janeiro,6,142.6
20/05/2024,Mouse,Rio de Janeiro,4,51.6
23/02/2024,Mouse,São Paulo,5,50.77
10/01/2024,Mouse,São Paulo,3,50.39
03/06/2024,Mouse,Salvador,3,47.75
16/04/2024,Headset,São Paulo,2,195.69
18/06/2024,Monitor,Rio de Janeiro,1,925.86
15/02/2024,Headset,Belo Horizonte,3,197.2
10/01/2024,Mouse,São Paulo,3,49.34
07/04/2024,Headset,Belo Horizonte,3,206.87
17/01/2024,Mouse,São Paulo,6,50.97
11/03/2024,Teclado,Rio de Janeiro,8,145.65
23/02/2024,Monitor,São Paulo,3,920.68
10/06/2024,Teclado,São Paulo,3,153.36
03/06/2024,Headset,Salvador,3,195.74
04/06/2024,Headset,São Paulo,2,201.5
08/06/2024,Teclado,São Paulo,4,150.94
13/05/2024,Notebook,Rio de Janeiro,3,3092.39
05/06/2024,Mouse,São Paulo,6,48.47
31/01/2024,Mouse,Rio de Janeiro,1,48.09
23/02/2024,Notebook,Salvador,4,2974.21
26/03/2024,Teclado,Curitiba,3,145.69
12/06/2024,Mouse,São Paulo,6,51.45
19/03/2024,Teclado,Rio de Janeiro,4,154.01
30/01/2024,Monitor,São Paulo,6,920.2
06/06/2024,Headset,Curitiba,7,193.88
27/03/2024,Headset,Rio de Janeiro,4,199.49
10/01/2024,Monitor,Rio de Janeiro,6,911.45
17/05/2024,Headset,Rio de Janeiro,3,206.28
15/01/2024,Headset,São Paulo,1,204.5
21/03/2024,Monitor,São Paulo,7,906.97
25/03/2024,Notebook,Curitiba,6,2956.08
08/02/2024,Mouse,São Paulo,4,52.42
09/06/2024,Teclado,São Paulo,10,151.59
17/02/2024,Monitor,Curitiba,6,922.64
29/06/2024,Headset,Belo Horizonte,3,195.43
23/01/2024,Teclado,São Paulo,1,149.28
18/03/2024,Mouse,São Paulo,3,48.06
10/01/2024,Notebook,Salvador,3,2983.13
07/01/2024,Notebook,Salvador,7,2896.22
28/03/2024,Headset,Belo Horizonte,6,200.47
24/03/2024,Mouse,Curitiba,3,51.61
12/05/2024,Monitor,São Paulo,7,920.21
27/04/2024,Teclado,Curitiba,6,144.24
20/03/2024,Headset,Belo Horizonte,3,201.89
23/01/2024,Teclado,Curitiba,4,144.05
17/06/2024,Notebook,São Paulo,3,3077.55
12/06/2024,Headset,São Paulo,4,193.85
11/03/2024,Teclado,Belo Horizonte,6,152.57
10/03/2024,Mouse,São Paulo,4,47.58
08/06/2024,Monitor,São Paulo,9,903.83
20/05/2024,Teclado,São Paulo,2,153.07
13/03/2024,Monitor,São Paulo,1,883.02
27/03/2024,Teclado,São Paulo,5,142.93
21/06/2024,Mouse,São Paulo,7,47.93
10/04/2024,Mouse,Rio de Janeiro,5,50.46
25/06/2024,Monitor,Rio de Janeiro,4,883.12
20/02/2024,Notebook,Belo Horizonte,6,3010.05
29/04/2024,Monitor,São Paulo,3,927.21
27/06/2024,Teclado,Rio de Janeiro,3,152.77
29/04/2024,Teclado,Salvador,3,144.66
06/06/2024,Mouse,São Paulo,5,48.42
19/06/2024,Teclado,Curitiba,4,147.37
04/05/2024,Mouse,Rio de Janeiro,9,49.26
28/04/2024,Headset,São Paulo,4,196.97
27/05/2024,Mouse,São Paulo,3,51.59
28/01/2024,Teclado,Rio de Janeiro,6,154.39
16/05/2024,Teclado,Rio de Janeiro,4,146.08
03/03/2024,Teclado,Salvador,7,148.26
28/03/2024,Mouse,Belo Horizonte,2,49.66
21/04/2024,Monitor,São Paulo,1,917.47
14/02/2024,Monitor,São Paulo,2,938.78
26/05/2024,Headset,São Paulo,7,201.92
24/03/2024,Monitor,Curitiba,6,870.86
13/04/2024,Mouse,São Paulo,7,51.57
07/04/2024,Teclado,Rio de Janeiro,3,143.42
25/02/2024,Headset,Curitiba,9,208.07
11/06/2024,Headset,Belo Horizonte,4,203.22
25/04/2024,Teclado,São Paulo,5,151.17
20/02/2024,Mouse,Curitiba,5,49.0
22/06/2024,Teclado,Salvador,7,149.02
29/03/2024,Headset,Rio de Janeiro,2,202.23
10/05/2024,Teclado,São Paulo,5,146.91
04/04/2024,Headset,Salvador,4,190.02
23/05/2024,Headset,São Paulo,3,207.22
08/01/2024,Mouse,Belo Horizonte,6,49.47
22/03/2024,Notebook,Rio de Janeiro,5,2980.56
24/02/2024,Monitor,Rio de Janeiro,6,871.94
08/04/2024,Headset,São Paulo,5,198.34
14/03/2024,Headset,Belo Horizonte,5,192.69
19/01/2024,Monitor,São Paulo,4,934.64
17/06/2024,Teclado,Salvador,2,143.77
13/06/2024,Headset,Curitiba,3,207.87
27/06/2024,Monitor,Rio de Janeiro,1,871.18
10/05/2024,Teclado,Curitiba,5,148.27
27/02/2024,Mouse,Rio de Janeiro,2,50.39
01/03/2024,Notebook,São Paulo,6,3127.97
27/05/2024,Teclado,Salvador,2,151.02
29/06/2024,Teclado,Rio de Janeiro,7,156.93
21/01/2024,Mouse,Belo Horizonte,3,52.42
12/03/2024,Teclado,São Paulo,7,155.85
23/01/2024,Mouse,Rio de Janeiro,5,50.82
20/06/2024,Mouse,Rio de Janeiro,2,51.49
20/03/2024,Monitor,Salvador,4,903.15
03/01/2024,Teclado,Rio de Janeiro,4,149.54
25/03/2024,Teclado,Salvador,5,154.47
15/03/2024,Mouse,Belo Horizonte,3,50.49
18/03/2024,Notebook,Rio de Janeiro,5,2868.43
01/05/2024,Monitor,Rio de Janeiro,4,914.07
15/03/2024,Headset,Rio de Janeiro,4,195.74
22/01/2024,Mouse,São Paulo,3,51.42
05/03/2024,Mouse,São Paulo,5,51.79
04/01/2024,Notebook,Rio de Janeiro,4,3123.04
08/02/2024,Monitor,São Paulo,2,870.79
28/06/2024,Mouse,São Paulo,2,50.14
09/01/2024,Teclado,São Paulo,3,144.68
09/02/2024,Headset,Belo Horizonte,3,198.26
08/04/2024,Mouse,Rio de Janeiro,2,50.69
23/02/2024,Monitor,Curitiba,7,859.89
08/03/2024,Notebook,São Paulo,3,2900.28
12/04/2024,Teclado,Rio de Janeiro,6,156.72
16/05/2024,Mouse,Belo Horizonte,8,49.45
08/03/2024,Mouse,Curitiba,6,47.56
24/04/2024,Teclado,São Paulo,5,150.45
11/01/2024,Mouse,Rio de Janeiro,4,49.27
20/04/2024,Monitor,Belo Horizonte,7,879.53
10/03/2024,Mouse,São Paulo,3,50.77
10/04/2024,Teclado,Belo Horizonte,3,146.13
21/06/2024,Monitor,São Paulo,5,885.37
25/06/2024,Headset,São Paulo,2,190.21
03/01/2024,Headset,São Paulo,5,191.95
27/01/2024,Monitor,São Paulo,10,920.27
05/03/2024,Mouse,São Paulo,4,47.96
01/06/2024,Monitor,Curitiba,3,940.54
12/06/2024,Mouse,Salvador,3,47.93
03/06/2024,Mouse,Belo Horizonte,5,52.0
24/05/2024,Headset,São Paulo,4,192.22
17/02/2024,Mouse,Rio de Janeiro,3,52.18
12/06/2024,Teclado,Salvador,8,154.04
26/06/2024,Headset,Belo Horizonte,3,196.47
11/02/2024,Notebook,São Paulo,9,2868.72
09/04/2024,Teclado,São Paulo,7,156.83
08/03/2024,Mouse,São Paulo,2,52.4
21/02/2024,Monitor,São Paulo,1,899.29
06/02/2024,Teclado,Rio de Janeiro,3,151.71
28/01/2024,Headset,Belo Horizonte,6,192.07
19/01/2024,Mouse,Belo Horizonte,6,51.39
05/01/2024,Headset,São Paulo,1,202.81
10/01/2024,Monitor,São Paulo,1,918.0
10/04/2024,Monitor,Rio de Janeiro,4,939.59
05/05/2024,Teclado,Rio de Janeiro,7,153.42
18/01/2024,Teclado,São Paulo,4,156.81
03/05/2024,Mouse,Rio de Janeiro,5,52.46
26/03/2024,Monitor,Rio de Janeiro,4,911.9
14/06/2024,Mouse,Rio de Janeiro,6,52.3
21/01/2024,Headset,Belo Horizonte,10,195.8
21/02/2024,Mouse,São Paulo,4,49.42
18/02/2024,Mouse,São Paulo,7,48.03
25/06/2024,Teclado,São Paulo,2,151.99
18/02/2024,Mouse,São Paulo,6,51.1
31/05/2024,Mouse,São Paulo,4,51.46
13/06/2024,Teclado,Rio de Janeiro,3,155.01
25/04/2024,Headset,São Paulo,5,196.79
27/03/2024,Notebook,São Paulo,4,2885.46
16/06/2024,Monitor,Rio de Janeiro,9,916.03
17/05/2024,Mouse,Rio de Janeiro,4,52.12
10/01/2024,Notebook,Rio de Janeiro,4,2855.72
07/06/2024,Mouse,Belo Horizonte,3,48.15
14/02/2024,Monitor,Salvador,1,928.87
25/01/2024,Teclado,São Paulo,5,151.37
28/01/2024,Mouse,Rio de Janeiro,6,50.58
17/01/2024,Headset,Rio de Janeiro,3,206.23
22/06/2024,Teclado,São Paulo,7,152.76
19/05/2024,Mouse,Curitiba,10,51.47
12/01/2024,Monitor,São Paulo,5,865.87
06/02/2024,Notebook,São Paulo,5,2960.98
12/02/2024,Teclado,Salvador,3,143.11
26/01/2024,Notebook,Rio de Janeiro,2,2962.84
10/02/2024,Mouse,Rio de Janeiro,3,47.53
15/02/2024,Headset,Belo Horizonte,2,201.87
13/03/2024,Teclado,Curitiba,5,154.09
26/06/2024,Mouse,São Paulo,4,48.85
25/04/2024,Teclado,Salvador,5,151.66
10/01/2024,Monitor,Belo Horizonte,5,910.08
23/01/2024,Monitor,Belo Horizonte,3,886.31
02/01/2024,Monitor,São Paulo,7,943.79
25/01/2024,Monitor,Curitiba,4,943.81
09/05/2024,Mouse,Belo Horizonte,2,50.8
11/03/2024,Mouse,São Paulo,4,48.25
01/05/2024,Teclado,São Paulo,3,156.34
14/01/2024,Monitor,São Paulo,4,894.12
26/03/2024,Monitor,Curitiba,4,895.78
27/01/2024,Notebook,Salvador,6,2902.77
08/01/2024,Teclado,São Paulo,4,155.93
23/04/2024,Monitor,São Paulo,4,872.89
22/06/2024,Headset,São Paulo,10,192.2
28/02/2024,Mouse,Belo Horizonte,7,51.85
06/04/2024,Headset,São Paulo,6,201.7
14/01/2024,Headset,São Paulo,6,208.56
26/04/2024,Mouse,São Paulo,4,49.79
19/02/2024,Monitor,Salvador,3,873.2
02/02/2024,Mouse,Rio de Janeiro,4,48.9
29/01/2024,Headset,Rio de Janeiro,4,193.42
28/03/2024,Mouse,São Paulo,4,48.28
12/06/2024,Headset,Salvador,2,201.56
21/05/2024,Headset,São Paulo,5,207.14
05/05/2024,Headset,São Paulo,3,199.47
28/04/2024,Mouse,Belo Horizonte,7,51.18
04/03/2024,Mouse,Rio de Janeiro,3,48.61
31/05/2024,Headset,Salvador,3,207.97
16/04/2024,Headset,São Paulo,6,199.41
09/05/2024,Mouse,Rio de Janeiro,5,49.9
27/06/2024,Headset,Rio de Janeiro,2,194.81
22/05/2024,Notebook,Belo Horizonte,2,2971.99
25/02/2024,Mouse,São Paulo,9,50.74
24/01/2024,Mouse,Belo Horizonte,4,48.31
27/04/2024,Headset,Belo Horizonte,3,190.49
26/04/2024,Teclado,São Paulo,2,153.05
17/02/2024,Notebook,São Paulo,9,2989.29
11/06/2024,Mouse,Rio de Janeiro,5,49.42
25/06/2024,Teclado,São Paulo,5,148.89
10/03/2024,Monitor,Rio de Janeiro,3,906.77
23/02/2024,Notebook,São Paulo,1,3114.25
15/01/2024,Teclado,Salvador,5,147.96
14/01/2024,Mouse,São Paulo,4,50.6
03/04/2024,Teclado,Rio de Janeiro,5,153.07
23/05/2024,Notebook,São Paulo,2,3144.38
02/03/2024,Teclado,Rio de Janeiro,3,153.56
28/05/2024,Headset,Belo Horizonte,5,205.06
27/02/2024,Teclado,Curitiba,3,150.05
18/04/2024,Mouse,São Paulo,2,49.23
04/05/2024,Teclado,Curitiba,3,149.55
16/05/2024,Monitor,Rio de Janeiro,4,881.3
07/06/2024,Teclado,Belo Horizonte,5,152.9
17/01/2024,Mouse,Curitiba,3,47.94
10/04/2024,Headset,São Paulo,3,209.13
28/01/2024,Mouse,São Paulo,7,48.24
08/02/2024,Headset,Rio de Janeiro,4,202.55
16/03/2024,Teclado,Belo Horizonte,3,156.48
01/05/2024,Teclado,Rio de Janeiro,2,152.17
15/03/2024,Mouse,São Paulo,4,51.51
13/05/2024,Monitor,Rio de Janeiro,3,885.85
14/06/2024,Notebook,Rio de Janeiro,4,3049.76
15/05/2024,Headset,Rio de Janeiro,3,196.08
03/02/2024,Headset,São Paulo,10,205.79
28/02/2024,Teclado,Salvador,8,154.05
13/01/2024,Mouse,São Paulo,7,52.28
07/06/2024,Headset,Belo Horizonte,3,195.7
14/02/2024,Headset,Belo Horizonte,3,203.33
09/02/2024,Mouse,São Paulo,1,52.47
27/05/2024,Mouse,São Paulo,6,48.42
23/05/2024,Notebook,Belo Horizonte,3,3143.41
07/02/2024,Teclado,Rio de Janeiro,5,144.94
18/03/2024,Mouse,São Paulo,5,52.16
07/02/2024,Headset,Salvador,5,193.12
19/05/2024,Headset,São Paulo,9,204.11
01/05/2024,Headset,Salvador,4,205.08
26/05/2024,Monitor,Belo Horizonte,6,920.57
23/04/2024,Teclado,São Paulo,6,149.68
11/01/2024,Mouse,Rio de Janeiro,5,49.04
12/04/2024,Monitor,São Paulo,4,887.17
24/03/2024,Mouse,Rio de Janeiro,7,50.42
26/02/2024,Notebook,Belo Horizonte,4,2908.71
22/01/2024,Teclado,Rio de Janeiro,4,152.57
23/01/2024,Headset,São Paulo,5,199.81
03/06/2024,Monitor,Salvador,4,936.76
02/04/2024,Teclado,Belo Horizonte,2,148.91
08/04/2024,Teclado,São Paulo,4,147.77
24/04/2024,Headset,São Paulo,3,204.56
23/04/2024,Notebook,Rio de Janeiro,3,2982.75
11/02/2024,Headset,Salvador,7,198.48
16/04/2024,Mouse,Rio de Janeiro,5,47.93
23/02/2024,Teclado,Salvador,2,150.38
26/03/2024,Mouse,Salvador,8,51.28
23/01/2024,Mouse,Rio de Janeiro,4,48.87
14/02/2024,Monitor,Belo Horizonte,3,922.97
05/02/2024,Mouse,Curitiba,7,48.95
05/05/2024,Mouse,Curitiba,1,51.67
18/03/2024,Teclado,Belo Horizonte,7,145.87
01/01/2024,Mouse,São Paulo,4,50.7
11/06/2024,Teclado,Belo Horizonte,4,155.89
16/04/2024,Mouse,Salvador,6,50.72
08/01/2024,Mouse,São Paulo,6,52.47
18/01/2024,Monitor,São Paulo,3,898.24
21/04/2024,Headset,Rio de Janeiro,7,199.52
26/06/2024,Headset,São Paulo,4,204.66
05/01/2024,Headset,São Paulo,7,191.17
22/03/2024,Teclado,Belo Horizonte,2,147.86
14/01/2024,Mouse,Rio de Janeiro,6,52.06
01/04/2024,Mouse,São Paulo,6,50.69
20/01/2024,Teclado,Belo Horizonte,6,145.25
25/01/2024,Monitor,São Paulo,3,884.03
21/03/2024,Headset,Belo Horizonte,1,196.02
24/06/2024,Monitor,São Paulo,2,903.1
31/03/2024,Headset,São Paulo,7,200.36
05/04/2024,Notebook,Rio de Janeiro,7,3126.27
11/02/2024,Mouse,São Paulo,4,48.61
18/02/2024,Notebook,Rio de Janeiro,7,3056.9
14/05/2024,Headset,Belo Horizonte,2,204.05
30/01/2024,Teclado,Salvador,2,144.25
03/02/2024,Headset,Rio de Janeiro,15,196.23
02/04/2024,Mouse,Rio de Janeiro,3,52.44
13/05/2024,Notebook,São Paulo,3,3062.97
08/01/2024,Notebook,São Paulo,4,2888.61
26/06/2024,Mouse,São Paulo,5,48.13
03/02/2024,Headset,Rio de Janeiro,4,205.26
29/01/2024,Mouse,Belo Horizonte,2,51.29
11/01/2024,Mouse,São Paulo,3,50.8
31/05/2024,Mouse,São Paulo,2,48.77
17/01/2024,Teclado,São Paulo,1,143.95
01/02/2024,Headset,São Paulo,4,208.02
17/02/2024,Monitor,São Paulo,4,868.1
12/03/2024,Headset,São Paulo,7,193.21
08/05/2024,Notebook,Rio de Janeiro,3,3001.47
18/01/2024,Mouse,Rio de Janeiro,3,47.57
25/02/2024,Notebook,Salvador,4,2901.53
17/05/2024,Mouse,Belo Horizonte,7,52.12
09/05/2024,Headset,Rio de Janeiro,2,203.96
17/02/2024,Teclado,Salvador,7,145.21
31/03/2024,Headset,Rio de Janeiro,7,200.29
14/04/2024,Mouse,Salvador,4,48.12
29/01/2024,Teclado,Rio de Janeiro,4,147.92
14/03/2024,Monitor,São Paulo,1,884.53
30/01/2024,Teclado,Rio de Janeiro,4,153.54
24/06/2024,Headset,Rio de Janeiro,5,201.08
15/03/2024,Headset,Rio de Janeiro,3,207.14
01/05/2024,Headset,São Paulo,5,190.26
21/06/2024,Teclado,São Paulo,1,149.07
17/06/2024,Monitor,São Paulo,3,890.53
26/06/2024,Monitor,São Paulo,5,938.28
13/02/2024,Mouse,Salvador,5,49.19
01/06/2024,Headset,Rio de Janeiro,4,194.66
18/04/2024,Notebook,São Paulo,4,3064.05
28/05/2024,Monitor,Belo Horizonte,5,927.09
12/04/2024,Teclado,Belo Horizonte,5,156.75
04/05/2024,Teclado,São Paulo,6,149.32
01/02/2024,Mouse,Rio de Janeiro,4,50.64
04/02/2024,Mouse,Belo Horizonte,6,51.65
07/05/2024,Monitor,Salvador,3,889.44
22/06/2024,Teclado,São Paulo,6,151.85
20/01/2024,Monitor,Rio de Janeiro,7,899.3
29/04/2024,Mouse,Belo Horizonte,6,49.95
07/03/2024,Teclado,Curitiba,6,150.61
05/01/2024,Headset,São Paulo,2,198.61
31/01/2024,Teclado,São Paulo,6,148.15
27/04/2024,Mouse,São Paulo,7,50.8
18/03/2024,Headset,São Paulo,3,198.61
20/03/2024,Notebook,Rio de Janeiro,3,2882.81
21/06/2024,Teclado,Rio de Janeiro,2,150.59
30/04/2024,Teclado,Curitiba,4,150.1
10/04/2024,Mouse,Rio de Janeiro,6,49.39
22/06/2024,Teclado,Salvador,3,147.31
08/01/2024,Monitor,São Paulo,3,887.98
29/05/2024,Mouse,Curitiba,4,49.21
25/01/2024,Teclado,Salvador,4,148.68
15/01/2024,Monitor,São Paulo,4,913.33
31/05/2024,Mouse,Belo Horizonte,4,51.84
30/01/2024,Teclado,São Paulo,6,147.39
27/04/2024,Monitor,Rio de Janeiro,7,901.33
17/04/2024,Mouse,Belo Horizonte,4,50.44
22/03/2024,Teclado,São Paulo,6,151.09
05/05/2024,Mouse,Belo Horizonte,7,49.18
08/05/2024,Headset,Belo Horizonte,2,193.33
17/03/2024,Teclado,Rio de Janeiro,6,149.95
20/01/2024,Headset,Rio de Janeiro,6,195.75
13/01/2024,Mouse,Rio de Janeiro,3,51.52
08/06/2024,Notebook,São Paulo,9,3103.26
25/01/2024,Monitor,São Paulo,4,905.98
15/05/2024,Teclado,São Paulo,3,154.43
15/06/2024,Headset,Rio de Janeiro,6,196.0
18/06/2024,Teclado,São Paulo,4,148.53
08/06/2024,Teclado,Belo Horizonte,6,150.71
05/01/2024,Monitor,Rio de Janeiro,2,871.79
07/05/2024,Mouse,Salvador,6,51.21
29/04/2024,Mouse,Rio de Janeiro,2,51.54
21/04/2024,Headset,Belo Horizonte,7,191.2
21/02/2024,Teclado,São Paulo,3,144.76
24/06/2024,Notebook,Curitiba,4,2973.08
17/01/2024,Monitor,Curitiba,5,879.02
14/03/2024,Monitor,São Paulo,4,909.11
13/04/2024,Mouse,São Paulo,13,47.64
20/03/2024,Teclado,Rio de Janeiro,3,149.04
14/06/2024,Headset,São Paulo,3,195.45
08/01/2024,Mouse,Curitiba,2,50.79
15/02/2024,Monitor,São Paulo,2,920.02
06/01/2024,Mouse,Curitiba,9,49.07
17/03/2024,Headset,Salvador,4,198.14
03/04/2024,Monitor,Curitiba,1,890.72
05/02/2024,Mouse,Rio de Janeiro,3,50.0
31/01/2024,Teclado,Curitiba,6,156.75
14/05/2024,Mouse,Curitiba,5,48.69
01/02/2024,Notebook,São Paulo,5,3099.7
09/04/2024,Headset,Belo Horizonte,5,208.71
25/02/2024,Mouse,São Paulo,7,52.35
22/04/2024,Teclado,Curitiba,2,143.34
16/05/2024,Teclado,Salvador,4,147.25
18/04/2024,Teclado,São Paulo,2,146.67
07/02/2024,Teclado,Belo Horizonte,5,154.82
06/01/2024,Monitor,Salvador,7,858.13
18/06/2024,Notebook,São Paulo,4,3125.24
20/06/2024,Mouse,Rio de Janeiro,4,49.05
28/06/2024,Teclado,Curitiba,4,144.33
01/03/2024,Headset,São Paulo,5,208.2
10/04/2024,Headset,Salvador,3,196.02
01/03/2024,Mouse,Curitiba,4,48.3
22/04/2024,Monitor,Curitiba,5,924.01
14/04/2024,Notebook,São Paulo,9,2874.03
05/05/2024,Teclado,Rio de Janeiro,4,155.12
18/04/2024,Headset,Curitiba,3,206.49
27/06/2024,Mouse,São Paulo,2,49.6
20/05/2024,Notebook,Rio de Janeiro,3,2858.21
14/01/2024,Monitor,São Paulo,7,894.91
13/06/2024,Mouse,Rio de Janeiro,3,50.64
21/03/2024,Monitor,São Paulo,3,877.46
15/06/2024,Notebook,Curitiba,7,3055.73
22/03/2024,Teclado,Curitiba,4,144.5
14/02/2024,Monitor,Curitiba,5,926.96
20/02/2024,Mouse,São Paulo,2,49.47
06/04/2024,Headset,Curitiba,6,194.49
06/01/2024,Headset,Rio de Janeiro,10,202.53
23/01/2024,Headset,São Paulo,4,204.03
13/02/2024,Mouse,Rio de Janeiro,2,50.5
08/02/2024,Mouse,São Paulo,4,52.24
31/01/2024,Mouse,Rio de Janeiro,7,51.37
26/04/2024,Headset,Rio de Janeiro,5,194.49
22/02/2024,Mouse,Curitiba,5,51.41
14/03/2024,Notebook,São Paulo,2,2979.39
22/02/2024,Monitor,Salvador,6,880.47
22/06/2024,Mouse,São Paulo,1,51.46
08/01/2024,Mouse,São Paulo,6,50.59
04/03/2024,Teclado,Belo Horizonte,3,149.37
03/01/2024,Teclado,Curitiba,1,157.12
11/04/2024,Monitor,Belo Horizonte,4,918.76
01/06/2024,Mouse,São Paulo,10,47.79
26/03/2024,Headset,Rio de Janeiro,4,197.09
04/06/2024,Headset,Salvador,3,201.96
12/01/2024,Mouse,Rio de Janeiro,3,49.4
11/04/2024,Monitor,São Paulo,3,935.3
11/01/2024,Monitor,São Paulo,4,900.34
27/03/2024,Headset,São Paulo,8,196.35
15/05/2024,Teclado,São Paulo,1,147.2
02/02/2024,Teclado,Salvador,4,146.72
02/04/2024,Headset,São Paulo,4,207.54
05/06/2024,Headset,Salvador,5,200.34
21/04/2024,Headset,São Paulo,6,209.89
08/02/2024,Monitor,Salvador,4,912.3
22/04/2024,Mouse,São Paulo,4,48.65
10/01/2024,Teclado,São Paulo,4,149.51
30/01/2024,Headset,Salvador,8,190.82
01/04/2024,Headset,Rio de Janeiro,3,199.16
29/01/2024,Headset,Curitiba,3,192.47
24/01/2024,Mouse,São Paulo,4,51.67
